sDev,Kurtosis,Skewness,Label
0.189767207,0.698781238,0.91345041,Clean
0.265846361,0.547117325,-1.254417834,Clean
0.131156575,0.497331835,-3.776787683,Clean
0.177072038,0.676190806,-2.025852955,Clean
0.380777373,0.55400502,-1.840252558,Clean
0.273992414,0.591662375,2.657376945,Clean
0.112305443,0.715965237,0.3116688,Clean
0.300612625,0.664737181,-3.178193973,Clean
0.163856091,0.595397462,0.746939427,Clean
0.19499653,0.681553126,-0.215591124,Clean
-0.087162239,0.742057999,-7.330575047,Clean
0.23237005,0.678665557,-1.13235159,Clean
0.659960141,0.6923442,-3.718260856,Clean
0.13846088,0.839093063,0.803362786,Clean
0.17259528,0.698117898,1.843374529,Clean
0.369378574,0.687859974,1.909385331,Clean
0.282561368,0.703822523,-1.678675348,Clean
0.568837827,0.661185119,-0.158748311,Clean
0.232896865,0.600396148,-5.885938604,Clean
0.173149079,0.840810684,-1.199350051,Clean
0.85,0.779698245,0.290478503,Clean
0.170682461,0.723715303,0.048941193,Clean
0.326607054,0.757120783,1.340610183,Clean
0.147588306,0.534976885,1.829656003,Clean
0.152263263,0.765272338,1.776881759,Clean
0.545013274,0.547448432,-1.53105228,Clean
0.388280313,0.758445109,0.679672708,Clean
0.172776626,0.770312311,-5.452654732,Clean
0.125300854,0.762866323,0.647429418,Clean
0.372125312,0.836324613,0.399985686,Clean
0.334358495,0.183987206,-6.906084592,Clean
0.230531263,0.693546277,-2.361176077,Clean
0.254257355,0.771517266,-2.55425153,Clean
0.143860892,0.848718862,0.519513716,Clean
0.152806725,0.73244517,-2.029235407,Clean
0.109755785,0.64656795,-1.528555932,Clean
0.554215231,0.590733101,0.718605182,Clean
0.293810043,0.62688279,1.719324379,Clean
0.118136011,0.590773599,-1.050676951,Clean
0.85,0.833242499,0.499069818,Noisy
0.267530366,0.531693495,-2.351312037,Clean
0.136036581,0.645534327,-2.662837244,Clean
0.27662414,0.845703097,1.238780749,Clean
0.181842542,0.774680763,0.964046044,Clean
0.171400027,0.715529833,2.24691875,Clean
0.462929209,0.709233216,-5.299549965,Clean
0.141638386,0.65423157,-1.272466727,Clean
0.177128229,0.783477204,1.156475708,Clean
0.278788044,0.704129655,1.943212891,Clean
0.31730866,0.812436781,1.153297346,Clean
0.193801226,0.642149537,2.200754131,Clean
0.40468833,0.607310453,-2.198548949,Clean
0.255258953,0.857676554,-2.045264222,Clean
0.194497875,0.707687988,1.180617824,Clean
0.599635645,0.862270146,4.510840697,Noisy
0.364777569,0.468534335,-1.216053262,Clean
0.258957618,0.734631595,1.78579565,Clean
0.135869024,0.715235627,-1.252165482,Clean
0.197348798,0.708591437,1.453253734,Clean
0.85,0.764941167,0.218461181,Clean
0.175024332,0.558121378,-2.11456381,Clean
0.765972212,0.70036812,0.924490462,Clean
0.405289593,0.654408853,-1.357831701,Clean
0.333128285,0.791506662,1.323854953,Clean
0.523226871,0.791676995,-0.513358746,Clean
0.206715181,0.85593286,0.245550777,Clean
0.114603567,0.620563135,0.285310366,Clean
0.343230954,0.709898303,-1.800870117,Clean
0.619168223,0.854142182,0.409010241,Noisy
0.393899661,0.566824395,0.278399361,Clean
0.578212632,0.697379874,-0.900378432,Clean
0.229620164,0.70389422,1.946089348,Clean
0.85,0.690950175,2.074360791,Clean
0.201631275,0.65386327,-0.315437842,Clean
-0.027758204,0.692922717,-10.14208163,Clean
0.192666897,0.440866106,-1.255075366,Clean
0.132587735,0.72868704,-2.28211226,Clean
0.100695234,0.56732872,-1.766917197,Clean
0.251525209,0.776354109,1.100483329,Clean
0.18666991,0.819465064,-1.035626224,Clean
0.497651463,0.712856054,-1.838789836,Clean
0.155184364,0.556533071,-0.482033026,Clean
0.272076537,0.886270253,0.413182461,Clean
0.326482947,0.561437517,2.213740282,Clean
0.396305554,0.874149562,0.091436687,Clean
0.436753695,0.715432329,1.078117421,Clean
0.650045372,0.697286143,1.759785279,Clean
0.255856069,0.550818428,0.375985625,Clean
0.141474868,0.721031953,3.372976118,Clean
0.107628305,0.674452161,-0.341349247,Clean
0.40908171,0.654092635,-0.375366266,Clean
0.20555217,0.723569174,-2.75763888,Clean
0.292537886,0.675600006,1.145615018,Clean
0.230231453,0.680276463,0.938091575,Clean
0.506096672,0.686317297,0.719619383,Clean
0.198856278,0.612863887,-2.363930385,Clean
0.264325224,0.448315222,-0.080396016,Clean
0.308222855,0.291853121,-8.919555825,Clean
0.127382653,0.701802738,0.42226301,Clean
0.127815829,0.697095197,1.010707906,Clean
0.177485873,0.635150143,-1.167806433,Clean
0.273762001,0.576676265,-4.929116235,Clean
0.573936326,0.661541718,-4.391418986,Clean
0.332673255,0.654864155,0.287348082,Clean
0.219769923,0.80204676,2.257557398,Clean
0.105718919,0.783764632,-0.966065063,Clean
0.153919191,0.669081446,0.581423929,Clean
0.22436757,0.719007226,-2.686086662,Clean
0.328746199,0.70992347,1.016448191,Clean
0.488502457,0.767401469,1.669772849,Clean
0.21459269,0.678549293,-4.460559474,Clean
0.173368143,0.748565738,0.631967888,Clean
0.486711226,0.808413375,0.241623359,Clean
0.297881368,0.675782138,2.669362026,Clean
0.708405233,0.671466199,-5.284441415,Clean
0.12066171,0.781047508,0.759790322,Clean
0.161469947,0.807011023,0.412638139,Clean
0.296935709,0.652099721,1.310067648,Clean
0.395117997,0.680181608,-0.302766917,Clean
0.30705155,0.645157617,0.029708932,Clean
0.139281641,0.526557684,1.059001746,Clean
0.279464745,0.630525914,-0.698491881,Clean
0.297063663,0.643112451,-2.729371815,Clean
0.744782063,0.59611285,0.539932203,Clean
0.31106921,0.607414845,-3.168028638,Clean
0.85,0.445029552,-2.869133745,Clean
0.15744088,0.781876059,0.154060782,Clean
0.425213353,0.730287708,-1.423193698,Clean
0.674969623,0.498442768,-1.152866904,Clean
0.529927966,0.612705065,0.098439529,Clean
0.357858734,0.592130489,-3.347804426,Clean
0.148381494,0.679854308,-1.542984698,Clean
0.174840396,0.595634042,-1.254113998,Clean
0.277344127,0.659236259,-2.317479129,Clean
0.189082262,0.64179676,-3.017510853,Clean
0.248223974,0.790913398,1.44057714,Clean
0.121390089,0.696600159,1.580037553,Clean
0.275470732,0.706240813,-4.500663003,Clean
0.23108923,0.80071605,0.29248057,Clean
0.85,0.80616033,-1.42968114,Clean
0.126658889,0.577961404,-4.367958266,Clean
0.173729024,0.772143181,-0.484207075,Clean
0.320877768,0.679946968,-0.019690459,Clean
0.140606291,0.62589043,-1.499892545,Clean
0.122763917,0.740817098,1.55614669,Clean
0.165478535,0.574076984,0.089439197,Clean
0.15962615,0.756413331,0.33564883,Clean
0.138109031,0.63677438,2.047059778,Clean
0.138379906,0.761030522,2.523755215,Clean
0.206728977,0.7990417,0.551676942,Clean
0.183236348,0.840453678,0.254132446,Clean
0.536328275,0.73027005,-5.664644395,Clean
0.208373577,0.739057847,1.40564445,Clean
0.311870197,0.666904464,0.444760989,Clean
0.192100194,0.851131866,2.596352791,Clean
0.096216563,0.630754959,-1.069374915,Clean
0.16488183,0.714732624,1.58002172,Clean
0.85,0.62748369,-1.019819434,Clean
0.122471459,0.589375171,-0.000729465,Clean
0.230790595,0.699481507,1.757122195,Clean
0.113280948,0.431414389,-1.77095611,Clean
0.256295973,0.681156044,2.931479575,Clean
0.146626141,0.689188581,0.676975813,Clean
0.121433819,0.728139618,0.170863969,Clean
0.2540293,0.48755624,-4.450168864,Clean
0.223312852,0.251020702,-6.210510933,Clean
0.193861574,0.82044106,-0.497997638,Clean
0.183111474,0.769183124,-3.742395016,Clean
0.319684745,0.52077701,-0.572041074,Clean
0.444714916,0.627508678,-0.186153311,Clean
0.543202352,0.629191288,-2.331209875,Clean
0.150737483,0.774577333,0.326641181,Clean
0.226840563,0.704428376,-4.008192553,Clean
0.126074802,0.557633123,-0.643359678,Clean
0.173448473,0.67486008,-4.185585892,Clean
0.257641026,0.685903698,3.431735933,Clean
0.175944446,0.830385248,-1.139039472,Clean
0.302279172,0.872205345,0.124216254,Clean
0.27525794,0.784452461,-5.880203503,Clean
0.255664402,0.684731422,-3.248542415,Clean
0.107355085,0.507372365,-0.768871408,Clean
0.111889173,0.694933577,-4.241669845,Clean
0.248942524,0.696797404,1.961552347,Clean
0.241388507,0.537171404,-0.595494161,Clean
0.155940671,0.712897283,1.301698578,Clean
0.213966074,0.597191635,0.742669416,Clean
0.214220125,0.757734963,0.490192003,Clean
0.172058331,0.698089131,0.091284614,Clean
0.664950342,0.728644303,0.128003616,Clean
0.124363445,0.767485217,-0.595160774,Clean
0.114457503,0.750822171,0.887123692,Clean
0.228278845,0.566825367,-2.327203688,Clean
0.17559146,0.660469029,0.073484663,Clean
0.23736292,0.522225391,0.555383975,Clean
0.165227654,0.669575966,0.984382508,Clean
0.301719076,0.585972492,0.573752394,Clean
0.262472651,0.780043058,1.531899565,Clean
0.122945345,0.777383634,0.800804054,Clean
0.132533228,0.763373561,-2.552954959,Clean
0.238380912,0.811723254,1.355764322,Clean
0.323062068,0.759446949,1.458009009,Clean
0.286912075,0.551462745,-2.305185887,Clean
0.398651343,0.657670779,-1.052652464,Clean
0.159581764,0.66262362,0.732418555,Clean
0.232103006,0.660976455,-4.69678938,Clean
0.191660897,0.673336482,-0.196018634,Clean
0.193238441,0.603957464,-14.72859115,Clean
0.280478747,0.681051445,-1.082702046,Clean
0.276996308,0.704635143,0.497558753,Clean
0.348557269,0.76058353,0.990565379,Clean
0.132186083,0.607397583,-4.142472455,Clean
0.138393364,0.536811087,-2.569455697,Clean
0.278746299,0.645029175,-1.743015874,Clean
0.126459972,0.531749042,0.056213321,Clean
0.205842774,0.681837007,0.854738871,Clean
-0.136128309,0.820015968,-6.731797208,Clean
0.332869743,0.570830925,-0.523137661,Clean
0.307309891,0.682903157,0.209475722,Clean
0.202826919,0.766951052,0.643397329,Clean
0.318610208,0.745642438,-2.173151798,Clean
0.223080269,0.658945481,-0.553077899,Clean
0.225875655,0.506028944,0.4121655,Clean
0.13483344,0.52556902,-1.058535084,Clean
0.22622369,0.699782379,-0.769839611,Clean
0.111431758,0.603346181,1.590925953,Clean
0.218053204,0.784477489,0.032422227,Clean
0.652817756,0.123307629,-4.686932059,Clean
0.254512088,0.660497461,0.4120032,Clean
0.218146563,0.750540985,-2.037743487,Clean
0.166865901,0.782740924,0.115791979,Clean
0.151359928,0.643224251,-2.327147085,Clean
0.292180162,0.811757474,0.546937292,Clean
0.235528055,0.663920841,-3.006702103,Clean
0.173012354,0.566273128,0.740751655,Clean
0.682954718,0.654137564,0.02838443,Clean
0.145039967,0.618549349,-0.044937452,Clean
0.173081471,0.745058221,0.12991456,Clean
0.107057028,0.68837084,-3.640951818,Clean
0.143381317,0.630379874,-5.899335144,Clean
0.29382441,0.762897547,-3.391768211,Clean
0.258115585,0.70358135,-1.760025451,Clean
0.347548677,0.663469582,-0.202866333,Clean
0.440770136,0.756202113,0.065834752,Clean
0.344117085,0.356906596,-3.800852905,Clean
0.181585274,0.746827663,-2.94477312,Clean
0.216918086,0.806409443,-1.850256741,Clean
0.141245459,0.579001838,-0.710860443,Clean
0.338791882,0.715919122,1.009418384,Clean
0.177374366,0.701896464,0.660648637,Clean
0.223507479,0.675756197,-0.845154709,Clean
0.321896363,0.710362822,-1.849192701,Clean
0.478309621,0.839368309,-2.147808348,Clean
0.624289259,0.747220011,-1.23170561,Clean
0.433421975,0.752870362,1.749749123,Clean
0.217439291,0.846774162,0.885675885,Clean
0.226895674,0.631736447,-0.832577014,Clean
0.243039005,0.732874678,0.964192967,Clean
0.621274372,0.515413994,-1.654323884,Clean
0.186723363,0.80570605,0.66240213,Clean
0.506517791,0.682031444,-4.397779094,Clean
0.255338105,0.778801532,-0.888548867,Clean
0.283010001,0.586057151,-2.289927227,Clean
0.185474456,0.483441986,-3.260627969,Clean
0.797642396,0.68991934,2.706519657,Clean
0.137321299,0.633723594,-5.15200587,Clean
0.85,0.58045917,-4.081814186,Clean
0.515272481,0.702152159,0.602869999,Clean
0.218139526,0.829168693,0.774966913,Clean
0.521594952,0.863361632,1.352835164,Noisy
0.182177184,0.669820159,-2.192157948,Clean
0.208316891,0.461195371,-0.746911244,Clean
0.389396057,0.754599642,-2.037996261,Clean
0.267944166,0.658225929,-4.316292265,Clean
0.347847619,0.81206926,0.050569185,Clean
0.403902174,0.648487427,-1.002528901,Clean
0.165835181,0.595374164,0.480584108,Clean
0.155556494,0.817140819,-2.73034107,Clean
0.148593081,0.836262425,-2.639006684,Clean
0.274129749,0.688020672,-1.342320968,Clean
0.128257555,0.572446955,-1.456294763,Clean
0.204993912,0.516139687,-0.096401976,Clean
0.275076715,0.70332503,1.032441906,Clean
0.420264593,0.698880029,-0.310448008,Clean
0.505378449,0.654230343,-4.449859359,Clean
0.235833576,0.746162889,1.765429852,Clean
0.228219534,0.638979934,-4.107098401,Clean
-0.134618153,0.53873902,-6.506016942,Clean
0.25008107,0.64048553,1.142207227,Clean
0.200611781,0.692140071,-3.819577387,Clean
0.216823767,0.41375081,-3.072616056,Clean
0.202540389,0.712611041,1.196604556,Clean
0.263355749,0.532107699,-1.18971466,Clean
0.137321752,0.322804924,-4.25239833,Clean
0.130530936,0.60969229,-6.725367438,Clean
0.286184467,0.64462533,0.761261462,Clean
0.282755833,0.606701112,-0.777912351,Clean
0.167054174,0.560920655,0.428073802,Clean
0.25170163,0.70859725,2.294180234,Clean
0.266135403,0.730370538,-0.836163907,Clean
0.135007675,0.689941475,0.67276681,Clean
0.222916913,0.75982804,0.789141177,Clean
0.139774558,0.733415048,-1.812607564,Clean
0.842547122,0.790187684,-2.229574482,Clean
0.19198328,0.726693476,-2.687220101,Clean
0.280570113,0.883848516,0.363782574,Clean
0.632484002,0.564941489,-3.809480514,Clean
0.165008049,0.589504934,-1.783056838,Clean
0.177693549,0.630438664,-1.218609423,Clean
0.280153319,0.772356381,0.095797763,Clean
0.32249428,0.776734906,-3.709324047,Clean
0.192606506,0.849366656,0.892291765,Clean
0.178633046,0.69182619,-0.358780844,Clean
0.141737335,0.840032001,1.271564578,Clean
0.508308358,0.566292743,-1.419830831,Clean
0.476641491,0.669270339,-0.93438325,Clean
0.201993088,0.720703032,1.575483465,Clean
0.319488508,0.825119954,-4.143273597,Clean
0.484462261,0.57408748,-0.943452626,Clean
0.222115105,0.812663548,-0.29517289,Clean
0.219002673,0.894683367,3.324987567,Clean
0.107340715,0.813560991,0.275757796,Clean
0.133928115,0.683115261,2.752100298,Clean
0.198864385,0.768092825,0.574081589,Clean
0.156954777,0.765712344,0.923028239,Clean
0.169802368,0.658071786,0.095118428,Clean
0.166243242,0.602998763,1.145155815,Clean
0.388388798,0.594326199,-0.135815711,Clean
0.112698211,0.808250384,2.147669771,Clean
0.173888861,0.630799577,1.431995479,Clean
0.219069511,0.666306376,-0.706878063,Clean
0.369440175,0.547682183,-2.840172779,Clean
0.188015526,0.648674351,1.14889501,Clean
0.232612193,0.813056826,-3.539041192,Clean
0.23474954,0.623221098,-4.872275052,Clean
0.460582051,0.668274978,0.706216029,Clean
0.85,0.699074707,-5.929116292,Clean
0.113553182,0.58650889,1.467621469,Clean
0.139224501,0.670148879,1.71170902,Clean
0.147163681,0.167168929,-6.973539167,Clean
0.174529319,0.688804248,-5.608158874,Clean
0.164085705,0.793459863,-8.014898764,Clean
0.239282203,0.801128423,0.885536323,Clean
0.383453417,0.642090423,-2.33352487,Clean
0.134523291,0.630783206,-3.082049759,Clean
0.465605382,0.732411059,1.688315367,Clean
0.276083899,0.55714401,-5.72577256,Clean
0.288748989,0.457595462,-0.320760482,Clean
0.308588414,0.773373695,-0.323647803,Clean
0.360889391,0.76470817,0.880425009,Clean
0.432715381,0.731941171,0.799674661,Clean
0.149630294,0.577308298,-1.423295908,Clean
0.210926819,0.852498754,1.414667566,Clean
0.209966358,0.775892519,0.072601363,Clean
0.371335588,0.729284435,-3.047878286,Clean
0.231256392,0.254463411,-5.095529878,Clean
0.205469912,0.87786212,1.404667336,Clean
0.305469691,0.669725595,-2.67496717,Clean
0.211772633,0.790987164,-2.707262899,Clean
0.45077357,0.656556229,-1.043240782,Clean
0.331957795,0.589110603,-1.555271282,Clean
0.259714848,0.484350057,-5.898313521,Clean
0.185170084,0.679279677,-3.23666673,Clean
0.187595402,0.644886438,-3.508503656,Clean
0.407733494,0.691400491,-1.820604285,Clean
0.427187273,0.683117668,-1.308428091,Clean
0.85,0.804686954,0.349966923,Clean
0.491209695,0.673163281,-0.90071279,Clean
0.397705459,0.610756569,-3.562689287,Clean
0.151644684,0.234497826,-4.840999889,Clean
0.197960114,0.719920861,-3.697084311,Clean
0.145097418,0.614251581,-2.840347223,Clean
0.270341596,0.663123729,-0.359865753,Clean
0.373016916,0.623975858,-1.33509903,Clean
0.124639958,0.484715985,0.656374422,Clean
0.250279896,0.518930693,-0.840529398,Clean
0.241668098,0.647465242,-1.632681055,Clean
0.328575362,0.691354943,-1.238414249,Clean
0.227810868,0.619286488,-3.998660417,Clean
0.291817349,0.721793768,0.074469901,Clean
0.113947125,0.757607677,-4.817788865,Clean
0.237700996,0.228362305,-8.266603881,Clean
0.342062616,0.603314931,1.265929466,Clean
0.21038301,0.699068652,0.609070396,Clean
0.357748869,0.54552274,-3.979619725,Clean
0.45271976,0.654311893,0.631013825,Clean
0.238139313,0.768657754,-3.242854468,Clean
0.721171588,0.350061127,-4.805704179,Clean
0.187833522,0.354136142,-8.772924066,Clean
0.254079931,0.692191301,-3.610828686,Clean
0.326066307,0.580218307,-2.997496104,Clean
0.156174422,0.539330435,-1.685171241,Clean
0.180613945,0.666186372,-1.751102076,Clean
0.373753781,0.698427585,0.047083278,Clean
0.180235234,0.623248406,-2.10427066,Clean
0.228463607,0.493179634,-0.143880072,Clean
0.159535222,0.721954595,-0.898961674,Clean
0.136677409,0.759460544,0.457427923,Clean
0.198395763,0.665581036,1.670433527,Clean
0.254898386,0.658317191,1.293439784,Clean
0.709556819,0.655521963,0.407825482,Clean
0.394269136,0.620038461,-0.137309552,Clean
0.296931279,0.614044473,-2.133181768,Clean
0.143483156,0.73407832,1.162823771,Clean
0.251312561,0.771963601,-1.268808609,Clean
0.243008846,0.613020291,0.285576959,Clean
0.162634069,0.60856182,-0.859745312,Clean
0.159460817,0.464280032,-1.625942286,Clean
0.287636888,0.677128611,1.036376148,Clean
0.199982209,0.580630062,-1.680580279,Clean
0.118845189,0.678997439,-0.407058748,Clean
0.144775781,0.598662893,-3.389008685,Clean
0.296031809,0.847133796,0.69827479,Clean
0.140065989,0.4555944,-2.507366566,Clean
0.623048047,0.596171987,-1.519329974,Clean
0.359545437,0.331742948,-4.839125916,Clean
0.564915842,0.778687925,0.443838901,Clean
0.592321879,0.73520959,-1.170882702,Clean
0.246763326,0.683890251,1.348706521,Clean
0.136655394,0.747070862,-3.271370485,Clean
0.522339929,0.689737463,-3.540148381,Clean
0.459644449,0.851504705,-1.342174425,Clean
0.166121676,0.779036893,0.52562362,Clean
0.131567397,0.539251454,-0.544547735,Clean
0.362593004,0.606357428,-3.28186614,Clean
0.130709131,0.703181452,0.666563488,Clean
0.195467356,0.71350883,-3.407768555,Clean
0.290297552,0.643226135,0.074427553,Clean
0.196273649,0.549517447,-0.781021508,Clean
0.204187083,0.89101059,1.151679756,Clean
0.261614101,0.782327662,2.281384876,Clean
0.202686817,0.619321361,-1.892957442,Clean
0.746284169,0.753645564,-1.794481973,Clean
0.16965946,0.537762309,-0.343170066,Clean
0.219488274,0.664988649,-2.563024537,Clean
0.541890841,0.731702901,1.018026601,Clean
0.247676785,0.752165503,-0.654509323,Clean
0.164598327,0.621337701,-4.062036431,Clean
0.507779325,0.609423653,-1.281151858,Clean
0.297080276,0.815846842,1.410174897,Clean
0.183201546,0.870756881,-0.947199316,Clean
0.141523372,0.684691876,-1.320608537,Clean
0.110159569,0.653880584,2.139471545,Clean
0.234472815,0.815145313,1.843784806,Clean
0.175344454,0.711943398,-0.519422839,Clean
0.451853828,0.583960916,0.151507747,Clean
0.175184256,0.805602464,0.041952699,Clean
0.158777278,0.591040876,-1.235825817,Clean
0.315041754,0.803902539,-4.252041724,Clean
0.724248537,0.541223419,0.383722708,Clean
0.1151691,0.728086475,-0.261528162,Clean
0.285564681,0.584568834,0.86854084,Clean
0.334451353,0.851823047,0.358891953,Clean
0.137215984,0.888413491,-1.068092864,Clean
0.371230719,0.761201829,0.076621253,Clean
0.14926192,0.507646904,-4.825803084,Clean
0.504680897,0.772904418,-1.123406165,Clean
0.209417494,0.696644136,-6.048491101,Clean
0.279180628,0.679084405,-1.223851575,Clean
0.85,0.718178974,-4.761407605,Clean
0.168225445,0.732196244,2.39467303,Clean
0.180709637,0.539145432,0.107872005,Clean
0.267537765,0.688268208,0.973170567,Clean
0.204443086,0.673675781,-1.880527605,Clean
0.665284128,0.594182905,0.723720108,Clean
0.137776268,0.347916297,-4.091804636,Clean
0.174958991,0.768512317,0.208529403,Clean
0.246751832,0.619139872,-1.463880045,Clean
0.369646667,0.671507461,-0.571739666,Clean
0.324488672,0.652982834,-0.186784727,Clean
0.18698337,0.623794257,-0.641731179,Clean
0.140424265,0.618584657,-5.184572649,Clean
0.309723686,0.522920159,-2.172583587,Clean
0.187533378,0.63236884,-1.315706189,Clean
0.805841344,0.690323981,-1.183049042,Clean
0.550291385,0.761948406,0.252058166,Clean
0.322040758,0.726935934,1.136872532,Clean
0.208451009,0.717467988,-0.624134056,Clean
0.176065092,0.779284646,0.04148829,Clean
0.177562127,0.574510036,-1.184551747,Clean
0.720539219,0.694944256,-5.666484792,Clean
0.111852069,0.642979073,-0.072195127,Clean
0.168503599,0.668195164,0.376752167,Clean
0.232530371,0.821504636,-0.090917411,Clean
0.12852953,0.754704447,-3.622196302,Clean
0.306106139,0.768643157,1.671623778,Clean
0.238686487,0.407485979,-4.334311128,Clean
0.200276116,0.643938807,-0.91086538,Clean
0.105158699,0.717729883,1.745081893,Clean
0.434485615,0.512389999,-1.378525464,Clean
0.311758344,0.70272986,0.116994954,Clean
0.299215634,0.739412979,2.409425493,Clean
0.111294434,0.776909889,-4.465229871,Clean
0.312972645,0.639713028,-1.406572504,Clean
0.171633738,0.676131708,-1.457598833,Clean
0.110064915,0.600102107,-0.465577811,Clean
0.203860287,0.782544122,1.128236924,Clean
